Comments,Company,Date,GeneralScore,LMScore
"b'Hahahaha true there is no macro in micro haha just trading liquidity. Great time of year to load, January small cap effect'",$V,11/27/2018,0.125,0.0625
b'had to sacrifice TRST and OGI to the market gods?',$V,11/27/2018,0,-0.2
b'Didnt want to but had to take em down',$V,11/28/2018,0,0
b'$APHA $WEED $IAN in this order?',$V,11/28/2018,-0.25,0
b'Not into ACB bro?',$V,11/28/2018,0,0
b'#cloud software sector #saas',$V,11/27/2018,0,0
b'$VEEV ',$V,11/27/2018,0,0
b'Nothing goes down in this market so I would say super bullish',$V,11/27/2018,0.166666667,0
"b'Maybe so,  regardless I would never take a position until a side was broken.'",$V,11/27/2018,0,0
"b'Oct 02 Tuesday, $V closed $149.66\n\nBullish target $150.93'",$V,11/25/2018,0,-0.2
b'Options?',$V,11/27/2018,0,0
b'common',$V,11/27/2018,0,0
b'Well done sir!',$V,11/27/2018,0,0
b'$SPY H1 chartpic.twitter.com/x1FCfYIAjZ',$V,11/27/2018,0,0
b'$V new long position todaypic.twitter.com/JHI91T8iWP',$V,11/27/2018,0.25,0.25
"b""$V reminds me a bit of $FDX and $UPS, record shopping numbers and yet these stocks haven't really performed well...yet:)""",$V,11/27/2018,-0.083333333,0
b'Wait for it with $V Q4 is gonna shake and bake',$V,11/27/2018,-0.25,0
b'Hi Sunrise Trader. Hoping to learn from you; what were your indicators that gave you a signal to enter V? Thank you.',$V,11/27/2018,0.4,0
"b'The reversal stick, and oscillators set with positive divergence, then move back over 200 day yesterday and the bounce/recovery off of yesterday low.  Please see the chart while reading info.'",$V,11/27/2018,0.052631579,0.111111111
b'from what price?',$V,11/27/2018,0,0
"b'July 12 Thursday, $V closed $139.90\n\nBearish target $128.95'",$V,11/25/2018,0,-0.2
"b'Nov 27 Tuesday, $V closed $135.96\n\nBullish target $136.25\nBearish target $135.54\nBearish target $135.44'",$V,11/27/2018,0,-0.111111111
b'I always think it is amusing that people opine that i have suddenly gotten bearish .. damn i have a full array of products and shows that tell you how i feel and how i have felt and said!!',$V,11/26/2018,0.058823529,0
b'Bought the dip....sold most of my positions today...always hold my core...I didnt make much but want to make sure I am ready for the next leg down!',$V,11/26/2018,0.066666667,0.066666667
b'Sure you did....',$V,11/26/2018,0,0
b'pic.twitter.com/RPnnhcalwG',$V,11/26/2018,0,0
b'In separate account doing the same...buying dips (very small positions) and selling any pop.  Small gains are fine with me.  I am not rich!pic.twitter.com/yybX5GVjya',$V,11/26/2018,0.230769231,0.083333333
b'UPDATE: Bitcoin still not dead.',$V,11/26/2018,-0.25,0
b'Just sent some BTC to my son for his birthday. He plans to HODL it for a few years and be a winner!',$V,11/26/2018,0,0.111111111
"b""And don't forget $SHOP !""",$V,11/26/2018,-0.25,0
b'In addition $DBX and few $SMH names',$V,11/26/2018,0,0
b'100% Cash!\nGood for you.\n(And me.)',$V,11/26/2018,0,0.5
b'Good for you for booking profits.\nMy rules do not let me go long unless the market or the industry is in an uptrend.',$V,11/26/2018,0,0.2
"b'Highlight: The Dow is up over 250 points. ""Were seeing leadership from the financials,"" @seanansmith reports from the floor of the NYSE. ""The big winners in the Dow are JPMorgan and Goldman Sachs."" https://finance.yahoo.com/ pic.twitter.com/IuFR23T7wn'",$V,11/26/2018,-0.111111111,0.111111111
"b'Nov 26 Monday, $V closed $135.93\n\nBearish target $135.44\nBearish target $134.85'",$V,11/26/2018,0,-0.142857143
"b""Bitcoin's price crash is a setback for early advocates who painted crypto as challengers to the likes of Visa and Mastercard https://bloom.bg/2RdECql pic.twitter.com/r1Sn1XRuar""",$V,11/26/2018,0,-0.153846154
b'So do you drink the coolaid or do you snort it dry',$V,11/26/2018,0,0
"b'$V visa staying close to EVERYTHING!.. 200day ma, 11/2017 up trendline, $132 floor of support, I see this marching upward to $142, only if Mr. Mkt allows.... risky though, it could really go either waypic.twitter.com/uYEXePTSjp'",$V,11/24/2018,0.055555556,-0.111111111
"b""$V MONTHLY - one hell of a bull. I'm very bullish on the electronic pmt industries.. lets keep this bull rolling will we Visa??#bull #bullish #bully #bullbullbullpic.twitter.com/tbwsZbXW4I""",$V,11/26/2018,0,-0.058823529
"b'Latest holdings changes to the low vol ETF $SPLV. Not sector neutral, just takes 100 lowest vol names so heavy in Utilities.pic.twitter.com/fegSFqyCB3'",$V,11/26/2018,-0.0625,0
b'Now thats a stretch',$V,11/26/2018,0,0
b'Why?',$V,11/27/2018,0,NA
b'What % of v/ma revenues are from travel?  Seems like a diluted bet.',$V,11/26/2018,0.25,0
b'What is bear case on bkng? Dominant ota. 18x 19 earnings. Aggressively reducing sharecount. Like v also though',$V,11/26/2018,0,0
b'Similar. Less vol with V and MA.',$V,11/26/2018,0,0
"b'Nov 23 Friday, $V closed $132.87\n\nBullish target $133.00'",$V,11/25/2018,0,-0.2
"b""Went on @cnni to talk about why Bitcoin isn't dead.\n\nDon't listen to the noise. Focus on the fundamentals.pic.twitter.com/hgwR7eyhND""",$V,11/24/2018,-0.1,0
b'The transaction volume is primarily done on exchanges and very little is done by micro transactions.  Isnt it unfair to compare this to mastercard?',$V,11/25/2018,0,-0.076923077
b'Pay attention to the Bitcoin haters taking victory laps right now.\n\nScreenshot their tweets. Bookmark their blog posts. Remember the names.\n\nTheyll be wrong just like every other time. Bitcoin isnt dying.\n\nThose who believe and remain disciplined will be rewarded handsomely.',$V,11/25/2018,0.206896552,-0.032258065
b'$v is back in the l/t bull channel. Lets see if sentiment stays bullish.pic.twitter.com/psdMt3wRi4',$V,11/26/2018,0,0
"b'Nov 23 Friday, $V LOW was $132.49 and hit Bearish target $133.00'",$V,11/24/2018,-0.166666667,0
b'record online sales black friday.',$V,11/24/2018,0,0
"b'$DIS - have to shake head when ppl stare at chart here and get bearish \n\nJust confirmed a ~$25B pay day for RSNs\n\nKeep eye on the ball - sub 14 PE, all technical last weekpic.twitter.com/4s2gDMFr04'",$V,11/24/2018,0.052631579,0
"b'If $SPX wants a marginal new low this week - 110 next stop, no doubt'",$V,11/24/2018,-0.3,-0.222222222
b'Fundamentals > #FUDhttps://twitter.com/apompliano/status/1066058486851739648 ...',$V,11/24/2018,0,0
"b""What a pity. Just in Black Friday \n\nonline sales 6.22 billion. That's an all-time record! Visa stocks going to fly Monday.""",$V,11/24/2018,0,0
"b'$WMT Wal-Mart Stores http://bit.ly/IkwOeF \nSupport       94.83    94.71    94.15    93.82    93.31    93.13\nResistance    96.16    96.77    97.32    97.66    97.85    98.21\nWatch for   95.61  98.44 100.06  99.82  97.47  94.29\n\nRisky zone, need above 96.33 for pic.twitter.com/CKuhz8dvou'",$WMT,11/28/2018,-0.090909091,-0.090909091
b'Very thorough! Great segment...',$WMT,11/27/2018,0.5,0.333333333
"b'Keep up the Great work Mss Li, your awesome and fun to watch/listen to !'",$WMT,11/27/2018,0.142857143,0.142857143
b'https://www.youtube.com/watch?v=dnqxbdnzlhw ...',$WMT,11/27/2018,0,0
b'#LiEDGE',$WMT,11/27/2018,0,0
"b""Just for fun, what is the right price for $RY or $MSFT or any stock you follow? We all hope we bought $RY when it was trading at $10. But it's not happening anytime soon (or ever). So waiting is the worst kind of mistake you can make as an investor. Period.""",$WMT,11/28/2018,0,-0.090909091
"b'You play the cards you are dealt. If the market is bidding the asset to stratospheric levels, you need to be cognizant of that and not blindly pay any price because you believe there will be a greater fool in a few years'",$WMT,11/28/2018,0.105263158,0
"b'There is a difference between investing and speculating. When you pick long term dividend growers, the price rarely matters over the long run. This is why waiting is a mistake.'",$WMT,11/28/2018,-0.3125,-0.066666667
b'Strongly disagree. Putting dollars up for risk in order to make pennies is a recipe for disaster!',$WMT,11/28/2018,-0.2,-0.1
b'You nailed it man! Very happy for you brother! ',$WMT,11/28/2018,0.6,0.25
b'Thanks Matt.   For everything!!',$WMT,11/28/2018,0,0
b'Not a problem brother! ',$WMT,11/28/2018,0,-0.5
b'Nice job!!',$WMT,11/28/2018,0,0
"b""Studied a little more Fibonacci this weekend and Bollinger bands.  Back to $WMT, check out how the fib time extension from wave 1, puts wave 3 at 1.618 and wave 4 at 2.618.  You can't make this stuff up!  Also RSI was oversold which corresponds with low band -> up move and EW ok!pic.twitter.com/4bDpYGzQ7P""",$WMT,11/28/2018,0,0
"b'$WMT nice push today into the wave B up.  Expecting a reversal at around 99.50, which may match dividend-time on 12/6 to help push it into a wave C down...pic.twitter.com/Y7XePuFWGO'",$WMT,11/28/2018,-0.066666667,0
"b'$WMT ... it happens to get to 101 area, then it may be a wave 2, which precedes a larger wave 3 down!'",$WMT,11/28/2018,0,0
"b""Can't wait for 930""",$WMT,11/25/2018,-0.5,0
b'what make think that will happen',$WMT,11/28/2018,0.2,-0.25
b'$MDIN This is truly a gemTechnical BreakdownNotice we had another long lower wick today and closed green after a gap down on stronger volumenotice the climbing A/D Notice the Falling RSInotice the 50ma (white line top right)notice the volume traded 11/12 continuedpic.twitter.com/9fqrcH8Kf3',$WMT,11/28/2018,-0.12,0
b'do you any hard fact to back it up',$WMT,11/28/2018,0,0
b'please stop talking BS India have long way to go china is better market',$WMT,11/28/2018,0.111111111,0.111111111
"b'basis in the financial year ending on March 31, 2018  read the news and stop been fool flipkart just growing'",$WMT,11/28/2018,0,-0.083333333
"b""actually, cool to see....not everyone wins all the time and most don't seem to want to show that they lose some periodically""",$WMT,11/28/2018,-0.25,0
"b""Hitting some technical levels on the SPX in a few points.  Also, look at the VIX, hardly a scratch considering we're up 600+ points...""",$WMT,11/28/2018,-0.166666667,0
"b""@Twitter, the truth is #right here but $TWTR is red....\nIt's like someone in #Gods World hates the truth being put here...\nLets change that now...\nokie dokie..\nI got a dollar...""",$WMT,11/28/2018,0.166666667,0
"b'My short-term indicators are now on 9 out of 13 on the SELL-Side, all vol. indicators are on a sell'",$WMT,11/28/2018,0.25,0
"b'Congrats If you did well today! Be humble, be cool. No need to put others down. Everybody trying to achieve something here! #chill'",$WMT,11/28/2018,0,0.076923077
b'Oh and forgot to mention the $AMAT calls for next week I shook myself out of this morning..',$WMT,11/28/2018,0.111111111,0
"b'It happens, have your stop level alerts set and dont act unless prompted. $AMAT while down a bit never even breached previous day low'",$WMT,11/28/2018,-0.111111111,-0.176470588
"b'Yeah, I noticed that and considered holding however with the Powell comments coming and it acting weak in the morning I dumped it. That was coupled with some poor trades last week, which seems to come in waves for me.\n\nDid get a nice a couple nice $LLY and $NFLX trades though. '",$WMT,11/28/2018,0.068965517,-0.071428571
"b""$COST is the one I'm really kicking myself on, had $222.50 weekly calls at $1.69 - they're sitting at $7.35 x $7.65 now.""",$WMT,11/28/2018,0,-0.111111111
"b'Always tough when that happens. But if your actions were to protect capital then you did the right thing. Weeklies are tough, better to play small and let it work'",$WMT,11/28/2018,0.2,0.066666667
"b'Using only Xmas related GIFs, describe how your stocks/cryptos are performing today.'",$WMT,11/28/2018,0,0
b'Shitter was fullpic.twitter.com/0CPSjZzERj',$WMT,11/28/2018,0,0
b'My calls today.pic.twitter.com/hoOgjZ6wEV',$WMT,11/28/2018,0.333333333,0
"b'Just watched this this week haha love you guys, best part!'",$WMT,11/28/2018,0.25,0.125
b'not even @CNN',$WMT,11/28/2018,0,0
b'Powell did an Oprah today. Everyone gets a strong buy!!!pic.twitter.com/rF5C7IMmWq',$WMT,11/28/2018,-0.142857143,0.142857143
b'$WMT did you?',$WMT,11/28/2018,0,0
"b""Was looking but didn't.  :(\nBut bought $AMZN before close   :)""",$WMT,11/28/2018,0,-0.2
b'Nice!',$WMT,11/28/2018,0,0
b'Are you in $WMT?',$WMT,11/28/2018,0,0
b'Yeah. $100c Jan',$WMT,11/28/2018,0,0
b'Nice. Did you buy in yesterday?',$WMT,11/28/2018,0.333333333,0
b'Yeah.. when I told you',$WMT,11/28/2018,0,0
b'Good for you! \nPeter sucks. LoL',$WMT,11/28/2018,0,0.25
b'Pete caught $AMZN',$WMT,11/28/2018,0,0
"b'Wow, $WMT is taking off'",$WMT,11/28/2018,0,0
b'You know how it goes... everybody wants that fast money',$WMT,11/28/2018,0.142857143,-0.166666667
b'$WMT updatepic.twitter.com/H0FknvW79P',$WMT,11/28/2018,0,0
b'Have fun with $WMT ',$WMT,11/28/2018,0,0
"b""I know #Lord\nbut just maybe someone @jpmorgan or @GoldmanSachs can #tweet here on @Twitter and tell the whole fucking #World just how a damn 5 and Dime in the #Ozarks that doesn't make shit but merely moves $s can carry around a 55 price to earnings ratio with less net $s each yr""",$WMT,11/28/2018,0.064516129,-0.032258065
b'Oh! not to mention it has been repurchasing its shares ever since Helen died\nWhich can mean\nearnings per share being higher merely because there be less shares n the market\nReally!\nIt could actually mean that\nbut carrying a fucking 55 P/E when it should be $48 stock means what?',$WMT,11/28/2018,0.083333333,0
"b""Praise the #Lord...\n@amazon ain't retail...\nIt could carry a 250 P/E to fucking #Mars and back....""",$WMT,11/28/2018,0,0
b'but it is #new money...\nand old money hates new money with a purple passion...\nBeen like that for centuries...',$WMT,11/28/2018,0,0
"b'$WMT, Very attractive in its current position! Will have it at the top of the W/L for a bounce, or below support for a gap fill down! Either direction is good R/R!pic.twitter.com/BH6AFN9v7w'",$WMT,11/28/2018,0.428571429,0.142857143
b'and you forgot to tell me to buy? lol',$WMT,11/28/2018,0.2,0
b'Market shoots up and ones strong earlier like $WMT $JNJ is not moving.',$WMT,11/28/2018,0,0.111111111
b'We knew that was coming... he wasnt happy $GMhttps://twitter.com/fonzeetweets/status/1067158272644444160 ...',$WMT,11/27/2018,0.333333333,0.2
b'Our puts up 185% $GM',$WMT,11/27/2018,0,0
b'WTF is wrong with market???',$WMT,11/28/2018,-0.333333333,-0.333333333
b'The trend.  Follow itpic.twitter.com/07tX9MPUoP',$WMT,11/28/2018,0,0
b'Which sector is that in?   . Certainly isnt tech',$WMT,11/28/2018,0,0
"b'Last time I checked, $JNJ 144C sold for 0.05 was 1.40 \nAm I good or what'",$WMT,11/28/2018,0,0.166666667
b'You didnt tell me you were selling them until it was .60 cents.pic.twitter.com/eJJrqRmNw6',$WMT,11/28/2018,0,0
"b""That was my wife's look when I told her this morning.\nGot some 146C which I could't even get rid of because no bid but going at 0.50""",$WMT,11/28/2018,-0.2,0
b'Scale helps a lot.',$WMT,11/28/2018,0,0
b'Good morning. FUTS pic.twitter.com/YD3mLrbZx2',$WMT,11/28/2018,0,0.25
b'Is that a Trumpy Bear ??!!',$WMT,11/27/2018,0,0
"b""You're damn right it's Trumpy Bear.""",$WMT,11/27/2018,0,0
b'The kids might be getting a Trumpy Bear for Christmas if FAO Schwartz does not get their act together and roll the 2018 bear soon.',$WMT,11/27/2018,0,0
b'If they are very good and lucky kids. This is the perfect gift for any political or apolitically inclined person. It works in every possible way.',$WMT,11/27/2018,0.428571429,0.153846154
"b'I am tempted to give one to my mom, but my sister wrapped up gag gifts one year for Christmas and it did not go well... I thought they were hysterical, my parents not so much. We still laugh about the year when sis ruined Christmas.'",$WMT,11/27/2018,0.136363636,0
b'Give that bear a Santa hat!',$WMT,11/27/2018,0,0
b'#MAGA...',$WMT,11/27/2018,0,0
"b""Adding to GDP is acceptable even if it's a Trumpy Bear. #Murica""",$WMT,11/27/2018,0,0
b'Bathing in it. @elerianm and crypto are the symbol of Christmas the world needs right now.',$WMT,11/27/2018,0.111111111,0
b'Crypto Patriot Bear loves Christmas',$WMT,11/27/2018,0.4,0
"b'Meanwhile tech firms w/ double-digit earnings growth forecasts are trading at fractions of p/e compared to ""the co\'s of yesteryear"" \n$AAPL: 14\n$FB: 20\n$TWTR: 24'",$WMT,11/27/2018,0.066666667,0
"b""Interns are presenting their long/short ideas today. Will keep y'all updated""",$WMT,11/27/2018,0.111111111,-0.111111111
b'First one: \nLong $CRM \nShort $SNAP \n\nNot bad imo. $CRM valuation a bit rich still but I like the company. Thoughts anyone?\n\n$SNAP is a zero long term imo',$WMT,11/27/2018,0.090909091,-0.045454545
"b""Bad sign for $SNAP that even my 19-20 year old interns think it's a zero""",$WMT,11/27/2018,0,-0.111111111
b'Next:\nLong: $TLT\nShort: $JNK \n\nI like it. Thoughts anyone?',$WMT,11/27/2018,0.285714286,0
"b'Out of curiosity, was the short thesis on $OSTK focused solely on their legacy retail business? (Cc: @AlderLaneeggs )'",$WMT,11/27/2018,-0.181818182,0
"b""Legacy retail is a joke\nCrypto is a joke\nCeo is a kook\n#wheresthevalueSway\n\n(Interestingly this seems to be a name that $tslaq likes long so i will tread lightly and certainly haven't done much dd)""",$WMT,11/27/2018,0.176470588,-0.047619048
b'Go short some then...',$WMT,11/27/2018,-0.5,0
"b""I'm happy to sit on the sidelines....\n\nDo you know anyone that actually regularly shops on (or has even ever bought a single thing) from overstock?\n\nI don't""",$WMT,11/27/2018,0.1875,0
b'and you forgot to tell me to buy? lol',$WMT,11/27/2018,0.2,0
"b""No, I don't like spread anymore. $IBM went red. LoL\n\nGive me straight 200% winner. LMAO""",$WMT,11/27/2018,0.166666667,0.083333333
b'Left too much $$ in the table damn $ amd sold it again too soon and holding in the losers $wmt',$WMT,11/27/2018,-0.2,0
b'Sold my $WMT this morning.  Time will tell if it was a mistake to dump early.  Huge disappointment based on how I thought it would go.',$WMT,11/27/2018,-0.076923077,-0.230769231
b'I have to hold in $wmt down too much in $wmt both legs no choices',$WMT,11/27/2018,0,0
b'I fear its going to become worthless in the next week.  Just wanted to get out and cut losses.',$WMT,11/27/2018,-0.4,-0.4
b'I will reload $WMT tomorrow morning',$WMT,11/27/2018,0.2,-0.2
"b""Thanks.. as much as I don't want to, am going to remove positions by EOW.\nThink Trump will bluster right up until G20, then reverse and talk about his great, tremendous love of Xi""",$WMT,11/27/2018,0.375,0.117647059
"b""Amazon doesn't have a sustainable retail advantage as a platform. Because they don't curate. Being the Everything Store makes shopping a baffling ordeal. Target isn't selling me the same product at dozens of different prices w/ variant delivery dates.\n\n$TGT $AMZN""",$WMT,11/27/2018,-0.04,0.038461538
"b'Not for phone shoppers. Not particularly troublesome for the see all buying options index finger flick and click. If you think I  going to click on a target safari page and meander around, I say no. Huge advantage. Only true for desktop users maybe.'",$WMT,11/27/2018,0.115384615,0.04
"b'An everything store is the sustainable advantage. Feels like I endlessly build my 5% bonus on all items. Just about everything from the phone . Who makes the boxs? I assume it is all vertical, but Kleenex to Oculus comes to me in an infinity phone stream.pic.twitter.com/JFiy3bwU2R'",$WMT,11/27/2018,0.166666667,0.043478261
"b'Here comes the Amazon ad business  expected to grow more over the next 5 years than all TV networks globally, @larakiara and @laurastevens report. https://www.wsj.com/articles/amazon-with-little-fanfare-emerges-as-an-advertising-giant-1543248561 ... via @WSJ'",$WMT,11/27/2018,0.0625,0
b'#CyberMonday Tips And Deals https://benzinga.com/z/12749720  $AMZN $WMT $TGT $KSS $BBY $AAPL $FB $SNE',$WMT,11/27/2018,0,0
"b""$WMT cup/handle looks a bit broken. Let's see how Black Friday results impact (if at all).pic.twitter.com/GrexS3efKt""",$WMT,11/27/2018,-0.166666667,-0.083333333
b'$WMT looks like a nice setup over the next few weeks.  Back to >$100?pic.twitter.com/VcKsHa35BX',$WMT,11/27/2018,0.333333333,0
"b'Join to create exciting new worlds of technology!! If getting things done matters to you, then @SpaceX, @Tesla, @BoringCompany & @Neuralink are the places to be.https://twitter.com/WSJ/status/1067168653718814720 ...'",$WMT,11/26/2018,0.0625,0.0625
"b'There are way easier places to work, but nobody ever changed the world on 40 hours a week'",$WMT,11/27/2018,0,0.1
b'Walmart $wmt WTF is your mobile express lane service for one register or all the damn registers in Cust Serv? Make me wait and waste my time',$WMT,11/27/2018,-0.235294118,-0.058823529
b'https://twitter.com/MalliardReport/status/1066909026930343937 ...',$WMT,11/27/2018,0,0
b'Fingers crossed!',$WMT,11/26/2018,-0.5,0
b'How low could this elephant go tomorrow or this week? $90? Or $91-92',$WMT,11/26/2018,-0.2,0
b'Morning we most def have to watch and see sometimes it have a mind of its own',$WMT,11/27/2018,0,0
b'Agree wmt is hard to predict',$WMT,11/27/2018,-0.25,0
b'So true',$WMT,11/27/2018,0.5,0
b'Solo INDAGUEN!! que sector dio mayor peso al alza de la bolsa mexicana de valores desde 2009. Ese mismo sector es la que ahora le pone mas peso a la baja Que sector es?',$WMT,11/26/2018,0.043478261,0
b'Financieras....concuerdo. Y esas mismas son las que la estan atorando en esta baja. Asi que la pelea no es con el mentado poder economico (que para mi es un sofisma) sino con el poder financierista.',$WMT,11/26/2018,0,0
"b'Bueno, que es la regla de este juego.  La propia a -lo politico- queda en un estrato superior.'",$WMT,11/26/2018,0.1,0.1
b'$wmt already stares at sub $94.. tomorrow thanks to the 45th it will touch the gap $92-91',$WMT,11/26/2018,0.222222222,-0.111111111
b'Ugh',$WMT,11/26/2018,0,0
"b'Nope,  probably should have.  Bought some $NFLX puts today, though.  Disappointing day for retail stocks.'",$WMT,11/26/2018,-0.090909091,-0.090909091
b'I learned freshman year of college that tariffs were a bad idea. This is the dumbest thing we could be doing.',$WMT,11/26/2018,-0.111111111,-0.111111111
b'I am admiring your smart move in NFLX puts.. but they are sinfully expensive..',$WMT,11/26/2018,0,0
b'did you buy some put to protect the call leg in wmt?',$WMT,11/26/2018,0.428571429,0
b'Why?',$WMT,11/26/2018,0,NA
"b'General Motors $GM plans to cut 14,500 jobs, or 15% salaried workforce in U.S. \n\nTariff is hurting the company, so whatever happened to the tax cut? \n\nMore trade war? \n\n#RecessionIsComing #SoMuchWinning'",$WMT,11/26/2018,-0.210526316,-0.166666667
b'Same as its ever been',$WMT,11/26/2018,0,0
b'Classic pump and dump :D',$WMT,11/26/2018,-0.333333333,0
b'Donalds view of the auto industry is so 1980s.',$WMT,11/26/2018,0.25,0
"b""I know (he is a moron)   the car cycle is over not just for $GM  that's normal and now with raising rates for sure! And the stupid tax cuts completly wrong timing, you cut taxes in a downturn not inject more heroin in a high market!""",$WMT,11/26/2018,-0.083333333,-0.208333333
"b""STOXX Europe 600 Automobiles &Part Makers  ...  I see nothing bullish here! Why Germany is in trouble but don't say it out loud ...pic.twitter.com/T9a1YWSeN6""",$WMT,11/26/2018,-0.071428571,-0.071428571
"b""The whole auto industry is struggling atm. That chart isnt so bad compared to others'.""",$WMT,11/26/2018,-0.090909091,-0.1
"b""$KR p/e 6\nand it's #red today\nWhat in the fuck are you people thinking\nYou got Walmart pumped to the fucking #Moon and carrying a fucking 54 p/e like it be some type of fucking #eCommerce\nIt's a fucking 5 and Dime from the #Ozarks with its Global Procurement Office in #China\nduh!""",$WMT,11/26/2018,0.04,0
b'P/e is okay base on they revenue walmart have more revenue tha t amzn',$WMT,11/26/2018,0,0
"b""Revenue ...\na company could make 1 trillion in revenue today\nand be out of business tomorrow\nNet income has been going down since 2015\nTotal Liabilities been going up since 2015\nRan out of Germany\nAin't making a dime in Japan\n\n#Revenueain't profit""",$WMT,11/26/2018,0.052631579,0.045454545
b'About a 9:1 ratio even.',$WMT,11/26/2018,0,0
"b'@mercadomagico Hi. I\'m trying to respond to an ad for a Mezzetta product said to be available thru you but I can\'t access your web site (""unsupported protocol"") and your phone # says it\'s disconnected. Do you have a working phone # so I may ask a question'",$WMT,11/26/2018,0.045454545,-0.045454545
b'Please try http://www.mezzetta.com  or call 707-648-1050.',$WMT,11/26/2018,0,0.25
b'Good',$WMT,11/26/2018,0,1
b'Filled at .33 ',$WMT,11/26/2018,0,0
b'Closed for .22... market too week.  Will look to re-enter later.',$WMT,11/26/2018,0.142857143,-0.285714286
b'max profit is 17c per lot?',$WMT,11/26/2018,0.25,0.25
"b'Not very exciting, but part of my limited risk weekly swing strategy.'",$WMT,11/26/2018,0,0
b'$WMT E COMMERCE Online Traffic Trends increase research base onpic.twitter.com/tkWY3FwSH0',$WMT,11/27/2018,0,0
b'But $AMZN profit is mainly from cloud & advertising. So hard to make comparisons between the two at all imho.',$WMT,11/26/2018,0.090909091,0.1
"b""Not as retailers, which is the only basis on which I'm comparing the companies. Which seems fair.""",$WMT,11/26/2018,0.285714286,0
"b'How about FB PE well below 20? Target, Walmart, and everyone else, are all advertising on the most effective ad targeting systems ever created. I own TGT and FB.'",$WMT,11/26/2018,0.230769231,0.083333333
"b""$FB's E is a much larger number. $TGT is taking retail market-share. Traditionally *very* sticky w/ a long tail.""",$WMT,11/26/2018,0.083333333,0
"b'The stock market is saying Amazon is no longer killing every retailer on the planet with its low prices, Prime membership, videos, Alexa and whatever else is buried deep on that website.\n\nvia @YahooFinance https://yhoo.it/2r62ykk  $AMZNpic.twitter.com/J2v2AjRiOH'",$WMT,11/26/2018,-0.083333333,0
"b""It's the Cyber Amazon. Less scary than the real one. I think.""",$WMT,11/26/2018,-0.125,0
b'#FANG will make a comeback',$WMT,11/26/2018,0.5,-0.25
b'Is there a website that will post stock price changes since the opening bell or since any specific hour?',$WMT,11/26/2018,0.153846154,-0.083333333
"b'Credit the chart source, man! @AnnieGaushttps://www.thestreet.com/technology/cyber-monday-2018-forecast-amazon-14787985 ...'",$WMT,11/26/2018,0.2,0
b'Great chart Kevin and Annie. I saw someone post it on fintwit and grabbed it. Glad to give credit where credit is duepic.twitter.com/SLHNBF2ESy',$WMT,11/26/2018,0.214285714,0.071428571
"b""I've got $20 card at Publix which is guaranteed 2 boxes of fried chicken.  I only workout to break even apparently, lol""",$WMT,11/26/2018,-0.076923077,-0.076923077
b'Lol boom',$WMT,11/26/2018,0.5,0.5
b'$WMT COMMERCE Online Traffic Trends increase research base onpic.twitter.com/rzN3meYa4q',$WMT,11/27/2018,0,0
b'You live in a city dont you?  AMZN rarely gets the 2-day shipping done in 2 days out in the country. Usually more like 4 days or so.',$WMT,11/26/2018,0.066666667,0
"b'Im 45 miles north of NYC in a town of 4,500. $AMZNs success rate to us is very close to 100%. Also, given the ship date/time & tracking, delays beyond 2 days would fall on $UPS or #USPS no?'",$WMT,11/26/2018,-0.052631579,-0.055555556
"b'IDK whose fault it is but in Cody, Wyoming the delay is fairly consistent even in the summer.'",$WMT,11/26/2018,0,-0.2
b'used to be faster but I think once your house has ordered 1 bagillion boxes from them they figure you arent going anywhere and ship it a bit slower.',$WMT,11/26/2018,-0.153846154,-0.076923077
b'Sounds like you have logistics constraints now at your local distribution/delivery site(s)',$WMT,11/26/2018,0,0
"b'maybe so. But from what I have seen they unsurprisingly optimize for population density and not for the rural areas. Still, unlimited 2-5 day shipping is not a bad deal'",$WMT,11/26/2018,0.142857143,-0.071428571
"b'Well are you not getting shipment info within a day or two of placing the order? I mean, you should be able to tell with 100% certainty where the issue lies... the order is either shipping right away or its not. I do not think $AMZN holds back shipping based on destination.'",$WMT,11/26/2018,0,0.037037037
b'I will start paying attention to that part',$WMT,11/26/2018,0.6,-0.2
"b'Talk about classic bear market behavior. We crater all week and then we open up huge on nothing, but because we are so oversold it is hard to let things go...'",$WMT,11/26/2018,0,0
b'Or huge weekend sales by retailers?',$WMT,11/26/2018,0,0
"b""Record debt people buying http://with.money  they don't have. Bubble?""",$WMT,11/26/2018,0.142857143,0
"b'IF YOU HAD $100,000 TO PUT INTO ONLY (1) EQUITY, WHAT WOULD IT BE? \n\nAssume this is your sole investment for the next (10) years.\n\nTicker and rationale in the comments pic.twitter.com/mtRY0iBdrx'",$WMT,11/26/2018,0.090909091,0
b'Whats does ORBs stand for?',$WMT,11/26/2018,0.333333333,0
b'Glad you asked!  Check my pinned tweet update.  All about ORBs!  ',$WMT,11/26/2018,0,0
b'Big news for retailers $WMT $AMZN $TGThttps://twitter.com/ntdillon/status/1066504688588050432 ...',$WMT,11/25/2018,0,0
"b'Will see how the cyber Monday numbers add up together.  Walmart is also mostly brick-and-mortar, where Alibaba is exclusively e-commerce.  I would expect their online sales to be much higher.'",$WMT,11/25/2018,0,0
"b'Not really sure, gonna wait to see how it looks pre-market.'",$WMT,11/25/2018,-0.125,0
b'Compare this to $BABA $30.8 billion sales in Singles Day a few days ago. #perspective $AMZN $WMT',$WMT,11/25/2018,0,0
